lemma,uri
moereo,41393
moestifico,117801
moesto,117802
molaxo,117806
molendo,m1212
molesto,m1215
molio,117815
molior,m1223
molleo,m1227
mollesco,m1227
mollifico,m1232
mollio,m1236
molo,m1245
molo,99465
molto,40404
monefacio,m1289
moneo,m1292
moneto,55541
monito,m1299
monstro,m1354
morbesco,m1384
morbido,m1385
morbifico,m1389
mordeo,m1395
mordico,m1400
morifico,117988
morificor,133018
morigero,30265
morigeror,m1407
morior,m1411
moriturio,117993
moro,117996
moror,m1416
morsico,m1423
mortifico,m1433
morturio,m1439
motito,m1451
moto,m1453
moueo,m1456
muceo,m1459
mucesco,m1459
mugilo,m1475
muginor,m1476
mugio,m1477
mulceo,m1485
mulco,m1587
mulcto,51328
mulgeo,m1593
muliero,m1600
mullo,m1608
multifacio,m9605
multifio,m9609
multiplico,m1671
multito,m1683
multo,m1693
mundifico,m1707
mundo,m1713
munero,m1723
muneror,132586
mungo,m1724
munico,m1732
munifico,m1739
munio,m1743
munito,m1747
murmurillo,m1778
murmuro,m1781
murmuror,133020
muro,m1782
murrio,118234
murro,118237
musco,m1813
musico,m1823
musinor,m1827
mussito,m1834
musso,m1836
mussor,133022
mutesco,m1853
mutilo,m1857
mutio,m1866
mutito,m1862
muto,m1864
muttio,m1866
mutuito,118318
mutuitor,m1873
mutuo,51273
mutuor,m1876
nablito,118411
nablizo,n0009
nancio,n0012
nancior,n0012
nanciscor,n0013
narro,n0039
narto,36213
nasco,118468
nascor,n0044
natinor,n0064
natito,118494
nato,n0069
naturo,43409
nauculor,n0081
naufrago,n0087
naufragor,133026
nauiculor,133027
nauigo,n0102
nauo,n0108
nausco,n0112
nauseo,n0117
nausio,56936
nebulo,118551
nebulor,133028
necesso,n0148
neclego,44330
neco,n0151
necto,n0160
nefacio,n0756
negito,n0180
neglego,n0184
negligo,51006
nego,n0185
negocior,133029
negotio,45854
negotior,n0193
negumo,n0198
nemo,99566
nenior,n0750
neo,n0211
nepotor,n0226
nequeo,n0233
nescio,n0249
neutralizo,42695
nexo,n0269
nico,118701
nictio,n0275
nicto,n0276
nictor,133031
nidifico,n0281
nidoro,118712
nidulor,n0286
nigrefacio,n9911
nigrefio,n0293
nigreo,n0294
nigresco,n0294
nigrico,n0295
nigrifico,n0298
nigro,n0301
ningit,47331
ningo,n0313
ninguo,50724
nitefacio,n9322
nitefio,n9320
niteo,n0325
nitesco,n9823
nitido,n0329
nitor,n0322
niueo,n0335
niuesco,n0335
niuo,n0338
nixor,n0442
nixurio,n0443
no,n0444
nobilito,n0447
noceo,n0448
noctesco,n0453
nodo,n0478
nolo,n0489
nomenclo,$0002
nominito,n0504
nomino,n0505
normo,n0529
noscito,n0533
nosco,n0534
noteo,36999
notesco,n0543
notifico,n0548
noto,n0552
nouello,n0567
nouercor,n0579
nouo,n0586
nubilo,n0602
nubo,n0606
nucleo,n0616
nudo,n0627
nugor,n0641
nullifico,n0647
numero,n0658
nuncio,29197
nuncupo,n0676
nundino,119007
nundinor,n0684
nuntio,n0689
nuo,$0150
nupto,n0699
nupturio,n0701
nuto,n0710
nutrico,n0712
nutricor,132596
nutrifico,n0717
nutrio,n0720
nutrior,132597
obacerbo,o0003
obacero,o0004
obaemulor,o0005
obagito,o0008
obambulo,o0010
obardeo,o0011
obardesco,o0011
obaresco,o0012
obarmo,o0013
obaro,o0014
obatresco,o0017
obaudio,o0019
obbibo,o0022
obbrutesco,o0023
obdo,o0025
obdormio,o0026
obdormisco,o0194
obdormito,o0027
obduco,o0028
obducto,o0030
obdulcesco,o0031
obdulco,o0032
obdurefacio,o0034
obduresco,o0035
obduro,o9036
obedio,39587
obedo,119087
obelo,o0038
obeo,o0040
obequito,o0041
oberro,o0042
obeso,o0045
obfendo,49731
obfirmo,49900
obfringo,42580
obfusco,39718
obgannio,119093
obgero,119094
obhaereo,o0047
obhaeresco,o0441
obherbesco,o0048
obhorreo,119097
obhorresco,o0049
obhumo,o0050
obiaceo,o0051
obicio,o0052
obiecto,o0058
obigito,119111
obiicio,99636
obirascor,o0061
obiurgito,119116
obiurgo,o0068
obiurgor,133035
obiurigo,99637
obiuro,o0069
oblanguesco,o0070
oblaqueo,o0450
oblatro,o0080
oblecto,o0087
oblenio,o0090
oblido,o0091
obligo,o0094
obligurio,o0095
obligurrio,119140
oblimo,o0096
oblingo,o0097
oblinio,o0098
oblino,o0099
obliquo,o0102
oblitero,33728
oblitesco,o0104
oblittero,o0107
obliuiscor,o0112
obloco,o0114
obloquor,o0120
obluceo,o0121
obluctor,o0123
oblucuuio,119166
obludio,o0125
obludo,o0126
obmaneo,119170
obmarcesco,119171
obmento,o0130
obmisceo,o0132
obmolior,o0133
obmordeo,o0134
obmoueo,o0135
obmurmuro,o0137
obmussito,o0138
obmusso,o0139
obmutesco,o0140
obnecto,o0142
obnitor,o0143
obnoxio,o0146
obnubilo,o0151
obnubo,o0152
obnuncio,119190
obnuntio,o0154
oboedio,o0156
oboleo,o0159
oborior,o0162
obosculor,133036
obquinisco,119198
obradio,o0163
obrelinquo,o0165
obrepo,o0167
obrepto,o0171
obretio,o0172
obrigeo,o0174
obrigesco,o0174
obripo,119215
obrodo,o0177
obrogo,o0179
obrubesco,o0180
obructo,o0181
obruo,o0182
obsaepio,o0187
obsaluto,o0189
obsatullo,o0190
obsaturo,o0191
obscaeuo,o0192
obsculto,132164
obscurefacio,o0197
obscuro,o0202
obsecro,o0205
obsecundo,o0209
obsepio,119244
obsequor,o0218
obsero,o0221
obsero,o0222
obseruito,o0228
obseruo,o0229
obsetrico,45663
obsibilo,o0234
obsideo,o0236
obsidior,o0241
obsido,o0243
obsigillo,119269
obsigno,o0246
obsipo,o0247
obsisto,o0248
obsolefacio,o0249
obsolefio,o9249
obsoleo,o0444
obsolesco,o0250
obsoleto,o9251
obsolido,119277
obsonito,o0255
obsono,o0257
obsono,o0252
obsopesco,119280
obsopio,o0258
obsorbeo,o0259
obsordesco,119283
obsterno,o0262
obstetrico,o0264
obstetricor,133038
obstineo,o0267
obstino,o0268
obstipesco,o0269
obsto,o0271
obstrangulo,o0273
obstrepito,o0276
obstrepo,o0277
obstrigillo,o0280
obstringillo,119304
obstringo,o0282
obstrudo,99665
obstruo,o0285
obstupefacio,o0287
obstupefio,o9287
obstupeo,119311
obstupesco,52985
obstupro,o0289
obsufflo,o0290
obsum,o0291
obsuo,o0292
obsurdefacio,119315
obsurdesco,o0293
obtaedesco,119317
obtego,o0295
obtempero,o0297
obtendo,o0298
obtenebresco,o0299
obtenebro,o0300
obtento,119327
obtero,o0302
obtestor,o0304
obtexo,o0305
obticeo,o0307
obticesco,o0307
obtigo,119331
obtineo,o0309
obtingo,o0310
obtinnio,o0311
obtorpeo,119334
obtorpesco,o0312
obtorqueo,o0313
obtraho,o0315
obtrecto,o0318
obtrudo,o0320
obtrunco,o0322
obtueor,o0323
obtundo,o0324
obtuor,133039
obturbo,o0329
obturgesco,o0330
obturo,o0331
obuagio,o0336
obuagulo,o0337
obuallo,o0338
obuaro,o0341
obuelo,o0342
obuenio,o0344
obuerbero,o0347
obuerso,99669
obuersor,o0350
obuerto,o0352
obuigilo,o0353
obuio,o9344
obuiolo,119379
obumbro,o9350
obunco,o0351
obundo,119394
obuolito,o0355
obuoluo,o0356
obuolutor,o0359
oburuo,119400
occaeco,o0364
occalesco,119405
occallesco,o0368
occano,o9742
occanto,119409
occedo,o0376
occelo,119416
occento,o0379
occepto,o0380
occido,o0387
occido,o0386
occillo,o0390
occino,o0391
occipio,o0392
occisito,o0396
occlamito,o0398
occlaresco,o0399
occlaudo,119429
occludo,o0401
occo,o0403
occoeno,119431
occresco,o0404
occubo,o0405
occulco,o0406
occulo,o0407
occulto,25511
occulto,o0411
occumbo,o0412
occupo,o0417
occuro,o0419
occurro,o0420
occursito,o0426
occurso,o0427
ocquinisco,o0437
octiplico,o0468
oculo,o0500
odeo,52887
odi,o0508
odio,99690
odoro,o0526
odoror,o0488
oetor,133041
offaueo,119572
offendo,o0562
offenso,o0570
offero,o0573
offibulo,119592
officio,o0581
offigo,o0586
offirmo,o0588
offlecto,o0589
offoco,o0590
offreno,o0591
offringo,o0592
offuco,119602
offulcio,o0595
offulgeo,o0596
offundo,o0597
offusco,o0599
ogganio,55553
oggannio,o0602
oggero,o0603
olefacio,119621
olefacto,29666
oleo,o0637
olero,119630
oleror,133042
olesco,o0643
oleto,o0645
olfacio,o0648
olfacto,o0650
olfio,o9648
olimo,o0657
oliuo,o0670
olo,o0637
omino,119673
ominor,o0696
omitto,o0699
ommento,o0700
onco,o0744
onero,o0747
onusto,o0769
opaco,o0777
operculo,o0790
operio,o0792
opero,32663
operor,o0793
operto,o0798
opimo,o0821
opino,99727
opinor,o0831
opitulo,119801
opitulor,o0843
oporteo,40267
oportet,o0853
oppallesco,o0854
oppallio,119811
oppando,o0855
oppango,o0856
oppecto,o0857
oppedo,o0858
opperior,o0859
oppessulo,o0860
oppeto,o0861
oppico,o0863
oppignero,o0871
oppilo,o0874
oppilo,o0862
oppingo,119819
oppleo,o0875
opploro,o0876
oppono,o0877
opporto,119822
opprimo,o0884
opprobro,o0889
oppugno,o0894
opputo,o0895
oppuuio,o0896
oprepo,52048
oprepto,55334
opsecro,56145
opsecundo,33499
opsono,52804
opstetrico,40844
optaedesco,119838
optempero,36166
optineo,40293
optingo,50294
opto,o0909
optrudo,119847
opulento,o0913
opulesco,o0915
oquinisco,119854
orbefacio,119867
orbiculor,133043
orbifico,o0944
orbo,o0951
ordino,o0977
ordior,o0978
organizo,31296
orior,o1006
orno,o1025
oro,o1027
orto,31474
oscillo,o1070
oscillor,133044
oscito,o1075
oscitor,132789
osculo,o1201
osculor,o1079
ospicor,133045
ostendeo,44294
ostendo,o1095
ostento,o1108
otior,o1145
ouico,o1156
ouo,o1167
oxydo,37828
pabulor,p0009
pacifero,120118
pacifico,p0019
pacificor,133046
pacisco,99773
paciscor,p0021
paco,p0022
paco,p0023
pactuor,p0028
paedagogo,p0035
paedico,p0041
paeniteo,p0052
paeniteor,133047
paenitet,30058
pagino,p0072
pago,120160
palaestrizo,120172
palaestro,p0084
palango,120178
palifico,42267
palitor,p0108
palleo,p0114
pallesco,p0114
pallio,p0118
pallo,p0123
palmesco,p0133
palmo,p0141
palo,p4330
palor,p0148
palpebro,p0158
palpito,p0160
palpo,p0161
palpor,132620
pampino,p0188
pandiculor,p0213
pando,p0215
pando,p0214
pandurizo,p0217
pangito,120292
pango,p0223
papo,120341
pappo,p0276
papulo,p0279
parasitor,p0351
paratragoedo,p0361
parco,p0367
paregorizo,120447
parento,p0390
pareo,p0391
parifico,120482
pario,p0411
pario,p0410
parito,p0413
paro,p4697
participo,p0459
partio,p0468
partior,132622
partito,p0472
parturio,p0477
paruifio,p0442
paruipendo,37922
pascito,p0496
pasco,p0497
pascor,133049
passito,p0513
passo,p0517
pastillico,p0523
pastino,p0529
patagino,p0540
patefacio,p0543
patefio,p0544
pateo,p0549
patesco,p9947
patino,32548
patio,120625
patior,p0566
patrisso,p0586
patrizo,32875
patro,p0589
patrocinor,p0592
pauefacio,p0606
pauefio,p0600
paueo,p0607
pauesco,p0607
pauiclo,120651
pauiculo,120652
pauido,p0610
pauimento,p0614
pauio,p0616
pauito,p0619
pauito,55520
pauperasco,120664
pauperesco,p0632
paupero,p0635
paupulo,p0639
pauso,p0644
pecco,p0659
pectino,p0668
pecto,p0670
pecuasco,120707
peculio,p0688
peculor,p0692
pedico,p0041
pediculo,120746
pedito,120751
pedo,p0724
pedo,p0725
peduculo,p0727
peiero,p0736
peioresceo,55593
peioro,p0738
peiuro,55086
pellego,99867
pelliceo,120785
pellicio,p0757
pellico,50361
pelliculo,p0762
pello,p0769
pelluceeo,34318
pelluceo,99872
pelluo,120796
pendeo,p0785
pendo,p0787
penetro,p0796
peniteo,55727
pennesco,p0805
pennor,p0809
pensiculo,p0814
pensito,p0819
penso,p0821
peraccedo,53505
peracesco,p0871
peracuo,p0873
peraedifico,p0876
peraequo,p0879
peraestimo,p0880
peragito,p0881
perago,p0882
peragro,p0885
peragror,133052
perambulo,p0889
peramo,p0891
peranno,120918
perardeo,p0898
peraresco,p0900
perarmo,p0904
peraro,p0905
peraudio,p0913
perbacchor,p0914
perbasio,p0915
perbibo,p0921
perbito,p0922
perbullio,120931
percaedo,p0927
percalefacio,p0928
percalefio,p0929
percalesco,p0930
percalleo,120935
percallesco,p0932
percandefacio,p0933
percandefio,p0934
percedo,120939
percelebro,p0939
percello,p0941
perceno,120942
percenseo,p0942
percido,p0948
percieo,p0949
percingo,120948
percio,43567
percipio,p0951
percito,p0955
perclamo,120955
perclaresco,p0957
percludo,p0958
percoeno,120962
percognosco,p0962
percolapho,120965
percolo,p0966
percolo,p0967
percolopo,p0968
percompleo,132165
perconor,p0972
perconterreo,120975
perconto,120976
percontor,
percooperio,p0978
percoquo,p0980
percrebesco,29857
percrebresco,p0983
percrepo,p0984
percresco,120981
percribro,p0985
percrucio,p0986
percudo,p0988
percumbo,p0990
percuncto,120993
percupio,p0992
percuro,p0994
percurro,p0995
percurso,p0998
percutio,p1003
percuto,36893
perdamno,121004
perdecipio,121005
perdefleo,121007
perdeleo,p1008
perdepso,p1011
perdescribo,p1012
perdesino,p1013
perdico,p1016
perdisco,p1020
perdissipo,p1022
perdiuido,p1028
perdo,p1032
perdoceo,p1033
perdoco,32148
perdoleo,p1035
perdolesco,p2043
perdolisco,121022
perdolo,p1036
perdominor,p1037
perdomo,p1039
perdormisco,p1040
perduco,p1041
perducto,p1043
perduro,p1050
peredo,p1052
peredo,p5000
perefflo,p1053
pereffluo,p1054
peregrino,121040
peregrinor,p1062
perelixo,p1065
perennito,p1078
perenno,p1079
pereo,p1081
perequito,p1082
pererro,p1083
pereuacuo,121070
perexcrucio,121071
perexeo,p1086
perexsicco,p1092
perextimeo,121076
perextimesco,121077
perfabrico,p1093
perfero,p1106
perferuefacio,p9941
perferuefio,p1107
perferueo,p1108
perficio,p1111
perfigo,p1118
perfingo,p1119
perfinio,121097
perflo,p1127
perfloreo,p1128
perfluctuo,p1129
perfluo,p1130
perfoco,121109
perfodio,p1132
performido,121116
performo,p1138
perforo,p1139
perfosso,121121
perfoueo,p1143
perfremo,p1144
perfrequento,p1146
perfreto,p1147
perfrico,p1149
perfrigefacio,p1152
perfrigeo,121136
perfrigero,p1153
perfrigesco,p1154
perfringo,p1156
perfrio,p1157
perfruor,p1161
perfugio,p1163
perfulcio,p1165
perfulguro,p1166
perfundo,p1169
perfungor,p1170
perfuro,p1171
pergaudeo,p1176
perglisco,p1177
pergnosco,p1174
pergo,p1180
pergraecor,p1182
pergrandesco,p1183
perhaurio,p1190
perhibeo,p1191
perhiemo,p1192
perhorreo,p1196
perhorresco,p1196
perhyemo,121164
periacio,p1200
periclitor,p1210
periculor,p1213
periero,121179
perimo,p1228
perimpleo,p1230
perindigeo,p1237
perinundo,121201
perinungo,p1253
perior,133056
perito,121226
periuro,36742
perlabor,p1293
perlambo,121234
perlateo,p1295
perlauo,p1300
perlaxo,121242
perlego,p1303
perlibeo,121248
perlibet,p1306
perlibro,p1308
perlicio,99935
perligo,121250
perlimo,p1310
perlinio,p1311
perlino,p1312
perlito,p1315
perluceo,p1319
perludo,121260
perlumino,p1324
perluo,p1325
perlustro,p1327
permaceo,121265
permacero,p1330
permadefacio,p1331
permadesco,p1332
permanasco,p1337
permaneo,p1338
permano,p1339
permarceo,p1341
permaturesco,p1343
permaturo,p1344
permeio,p1352
permensuro,p1354
permeo,p1355
permereo,p1356
permetior,p1357
permilito,p8357
permingo,p1352
permisceo,p1362
permitto,p1367
permolo,p1374
permoneo,121306
permonstro,p1375
permorior,p1376
permoror,133058
permoueo,p1378
permulceo,p1379
permundo,p1382
permunio,p1384
permuto,p1388
pernarro,121324
pernauigo,p1391
perneco,p1394
pernego,p1395
perneo,p1396
perniteo,p1406
pernocto,p1411
pernosco,p1179
pernotesco,p1413
pernotesct,34146
pernoto,p8413
pernubilo,121341
pernumero,p1417
pernuntio,121343
perobligo,p1420
peroccido,p1422
perodi,p1423
peroleo,p1427
perolesco,121345
perorno,p1436
peroro,p1437
perosculor,p1438
perpaco,p1439
perpasco,p1446
perpascor,133060
perpateo,p1447
perpauefacio,p1450
perpedio,p1454
perpello,p1455
perpendeo,121364
perpendo,p1460
perpenso,p1463
perpetior,p1472
perpetro,p1477
perpetuito,121388
perpetuo,p1483
perplaceo,p1487
perplexor,p1493
perploro,121397
perplouo,121398
perpluo,p1496
perpolio,p1500
perpopulor,p1502
perporto,121405
perpotior,p1504
perpoto,p1505
perprandeo,p1506
perprimo,p1508
perprurisco,p1512
perpudesco,p1513
perpungo,121417
perpurgo,p1516
perpurigo,121419
perputo,p1520
perputresco,p1521
perquiesco,p1524
perquiro,p1525
perrepo,p1529
perrepto,p1530
perrodo,p1533
perrogito,p1535
perrogo,p1536
perrumpo,p1537
persaeuio,p1539
persaluto,p1543
persano,p1545
perscindo,p1549
perscisco,p1550
perscribo,p1552
perscriptito,p1554
perscruto,99960
perscrutor,p1559
perseco,p1562
persector,p1563
persedeo,p1567
persenesco,121454
persentio,p1571
persentisco,50541
persequor,p1575
persero,p9933
perserpo,p1577
perseruio,121462
perseruo,p1578
perseuero,p1581
persideo,121470
persido,p1586
persigno,p1587
persilio,121471
persisto,p1591
persolido,p1595
persoluo,p1596
personifico,43694
persono,p1605
persorbeo,p1607
perspecto,p1609
perspeculor,p1612
perspergo,p1613
perspicio,p1618
perspiro,p1621
persterno,p1623
perstillo,p1625
perstimulo,p1624
perstipo,p1626
persto,p1627
perstrepo,p1628
perstrido,p1630
perstringo,p1631
perstruo,p1632
persuadeo,p1634
persubhorresco,p1642
persulco,p1644
persulto,p1646
persuo,121521
pertabesco,p1648
pertaedeo,p1649
pertaedesco,p2137
pertaedesco,
pertaedet,33351
pertango,p1650
pertego,p1651
pertempto,p1653
pertendo,p1654
perteneo,121527
pertento,25943
perterebro,p1657
pertergeo,p1658
pertergo,50752
pertero,p1660
perterrefacio,p1661
perterrefio,p9942
perterreo,p1662
perterrito,p1664
pertexo,p1665
pertimefacio,121536
pertimeo,p1671
pertimesco,p1671
pertineo,p1674
pertingo,p1675
pertolero,p1676
pertono,p1677
pertorqueo,p1678
pertracto,p1680
pertraho,p1681
pertranseo,p1683
pertrecto,99976
pertremisco,p1685
pertremo,121549
pertrepido,121550
pertribuo,p1687
pertrunco,99980
pertumesco,121554
pertundo,p1691
perturbo,p1695
peruado,p1697
peruagor,p1700
perualeo,p1703
peruaporo,p1705
peruasto,p1709
perueho,p1712
peruello,p1713
peruenio,p1714
peruenor,p1715
peruereor,p1719
peruerro,p1720
peruerso,p1724
peruerto,p1726
peruestigo,p1730
peruideo,p1737
peruigeo,p1738
peruigilo,p1743
peruinco,p1745
peruio,121593
peruireo,p1746
peruiso,p1748
peruiuo,p1750
perungo,45980
perunguo,p1753
peruolgo,43136
peruolito,p1754
peruolo,p1755
peruolo,p1756
peruoluo,p1757
peruoluto,p1758
peruorto,99989
perurgeo,p1760
perurgueo,42565
peruro,p1761
peruulgo,p1764
pessimo,p1770
pessumdo,25968
pessundo,121618
petesso,p1799
petisso,42300
petiturio,p1808
peto,p1809
petrasco,p1814
phalango,121688
phalero,p1851
phantasior,55853
philosophor,p1915
phlebotomo,p1928
photocopio,33835
photographo,32836
phrenetizo,121800
phrenitizo,p1967
phthisisco,p1979
physiculo,39258
piaculo,p2013
pico,p2025
pigeo,32093
piget,p2038
pignero,p2046
pigneror,132642
pignoro,121874
pignoro,34859
pigo,31412
pigreo,p2049
pigresco,p2049
pigritor,p2052
pigro,p2053
pigror,
pileo,121889
pilleo,121894
pilo,p4534
pilo,p2089
pilpito,p2070
pincerno,p2081
pincernor,133065
pingo,p2084
pinguefacio,p2087
pinguefio,p2088
pinguesco,p2094
pinguifico,p2092
pinsito,p2111
pinso,p2113
pinso,p7113
pio,p2115
pipilo,p2126
pipio,p2128
pipito,p2130
pipo,p2132
piscor,p2157
pisito,121969
piso,p2113
piso,p7113
pisto,p2172
pitisso,121998
placeo,p2218
placesco,p2159
placido,p2221
placito,p2226
placo,p2227
plagio,p2238
plago,p2241
planesco,p2251
plango,p2255
plano,p2263
planto,p2272
plascisco,47328
plasmo,p2278
plasso,p2279
plaudeo,53425
plaudo,p2300
plausito,p2303
plebesco,42132
plecto,p1977
plecto,p2320
plegio,47807
pleo,p2333
plico,p2348
plipio,p2352
plo,36552
plodo,34872
ploro,p2361
plostror,p2363
plumbo,p2374
plumesco,p2377
plumo,p2381
pluo,p2384
podismo,p2429
poenio,46451
poenior,132644
poeniteo,47396
poenitet,42735
poeto,122222
poetor,p2441
polio,p2455
polleo,p2463
polliceo,122239
polliceor,p2466
pollicitor,p2469
pollingo,p2473
pollino,p2474
polluceo,p2476
pollueo,35139
polluo,p2479
pomifero,122314
pompo,p2539
pondero,p2555
pono,p2562
pontificor,$0158
popinor,p2584
populito,p2600
populo,100053
populor,p2602
porceo,p2615
porgo,
poricio,122386
porricio,p2635
porrigo,p2638
porrixo,p2642
portendo,p2653
portito,122417
porto,p2671
posco,
possideo,p2695
possido,p2696
possum,p2697
posteo,p2705
postero,p2710
postfero,p2714
posthabeo,p2717
posthiemat,p2719
posticipo,122453
postpono,p2731
postputo,p2733
postscribo,p2741
postuenio,p2744
postulo,p2751
postumo,p2753
potentor,p2765
potio,p2774
potiono,p2775
potior,p2776
potisso,p2778
potito,p2779
poto,p2782
praeaccipio,122512
praeacuo,p2790
praeaequo,122514
praeambulo,p2792
praeapto,p2794
praeargumentor,133070
praeaudio,p2795
praebeo,p2796
praebibo,p2798
praecaeco,122526
praecaedo,122527
praecano,p2805
praecanto,p2810
praecarpo,122538
praecaueo,p2815
praecedo,p2817
praecelero,p2819
praecelleo,37833
praecello,p2820
praecento,122544
praecenturio,p2825
praecepto,p2829
praecerpo,p2832
praecido,p2838
praecingo,p2841
praecino,p2842
praecipio,p2843
praecipito,p2847
praeclamo,p2857
praeclareo,122581
praecludo,p2860
praeclueo,p2861
praecluo,122587
praecoepi,p2866
praecoepio,122594
praecogito,p2868
praecognosco,p2871
praecolligo,122600
praecolo,p2872
praecommodo,p2873
praecommoueo,p2874
praecondio,p2877
praeconor,p2880
praeconrumpo,52657
praeconsumo,p2881
praecontrecto,p2883
praecoquo,p2884
praecorrumpo,p2886
praecrepo,p2889
praecrudesco,122616
praeculco,p2890
praecuro,p2892
praecurro,p2893
praecustodio,p2898
praecutio,p2899
praedamno,p2903
praedelasso,p2910
praedemo,p2912
praedemonstro,122636
praedestino,p2916
praedetermino,33498
praedico,p2928
praedico,p2929
praedisco,p2936
praedisponeo,37276
praediuido,p2940
praediuino,p2942
praedo,26206
praedoceo,p2947
praedomo,p2948
praedor,p2951
praeduco,p2954
praeduro,p2957
praeeligo,p2959
praeemineo,p2960
praeeo,p2962
praeexisto,122672
praefascino,p2967
praefermento,122693
praefero,p2977
praefestino,p2983
praeficio,p2985
praefigo,p2987
praefiguro,p2989
praefinio,p2990
praefloreo,p2994
praefloro,p2995
praefluo,p2996
praefoco,p3000
praefodio,p3001
praefomento,p3002
praefor,p3003
praeformido,p3005
praeformo,p3006
praefrico,p3009
praefringo,p3011
praefugio,p3012
praefulcio,p3013
praefulgeo,p3014
praefulgurat,122723
praefulguro,p3016
praefundo,p3017
praefuro,p3019
praegaudeo,p3020
praegelo,p3022
praegermino,p3023
praegero,p3024
praegestio,p3025
praegigno,122735
praegno,p3029
praegrado,p3031
praegrauo,p3036
praegredior,p3037
praeguberno,p3039
praegusto,p3041
praegypso,p3042
praehendo,38835
praehibeo,p3043
praehonoro,p3044
praeiaceo,p3045
praeiacio,p3046
praeiactito,122751
praeiacto,p3048
praeicio,p3046
praeiicio,122755
praeindico,122756
praeinfundo,p3049
praeinnuo,122759
praeinsto,122760
praeinstruo,122761
praeintellego,122762
praeintelligo,53150
praeinterrogo,122763
praeiudico,p3052
praeiuuo,p3053
praelabor,p3055
praelambo,p3056
praelauo,p3062
praelego,p3069
praelego,p3068
praeleuo,p3070
praelibo,p3073
praeligo,p3077
praelino,p3078
praelior,133072
praeloco,p3080
praelongo,p3082
praeloquor,p3084
praeluceo,p3086
praeludo,p3088
praelumbo,p3089
praemacero,p3094
praemadeo,122813
praemaledico,p3095
praemando,p3097
praemando,p3096
praemeditor,p3102
praememoro,47450
praemercor,p3105
praemergo,p3106
praemeto,p3108
praemetor,p3109
praemetuo,p3110
praemico,p3113
praemigro,p3114
praemineo,p2960
praeministro,p3116
praeminor,p3117
praemio,122833
praemior,p3118
praemitto,p3124
praemoderor,p3126
praemodulor,p3127
praemoenio,p3147
praemolior,p3130
praemollio,p3131
praemoneo,p3133
praemonstro,p3140
praemordeo,p3141
praemorior,p3143
praemostro,p3140
praemoueo,p3144
praemulceo,p3145
praemunio,p3147
praenarro,p3149
praenascor,p3150
praenato,p3151
praenauigatio,54892
praenauigo,p3153
praendo,122868
praenego,122869
praeniteo,p3156
praenomino,p3160
praenosco,p3161
praenoto,p3164
praenubo,p3166
praenuncio,122882
praenuncupo,122885
praenuntio,p3172
praeobturo,p3174
praeoccido,p3176
praeoccido,p3175
praeoccupo,p3178
praeoleo,p3180
praeolo,122897
praeopinor,133079
praeopto,p3182
praeordino,p3183
praeoro,122903
praeostendo,p3184
praepalpo,p3185
praepando,p3186
praeparo,p3191
praepatior,p3193
praepedio,p3195
praependeo,p3196
praepeto,p3198
praepilo,122914
praeplecto,53823
praepolio,122915
praepolleo,p3202
praepondero,p3204
praepono,p3205
praeporto,p3206
praepostero,p3211
praepoto,p3215
praepropero,122928
praepurgo,p3219
praeputio,p3222
praequeror,p3225
praeradio,p3226
praerado,122934
praerigesco,p3231
praeripio,p3234
praerodo,p3236
praerogo,p3241
praeroro,122947
praerumpo,p3242
praesaepio,p3247
praesagio,p3249
praesagior,132791
praesago,p3252
praesanesco,p3255
praesano,p3256
praescateo,p3258
praescindo,122968
praescio,p3259
praescisco,p2168
praescribo,p3262
praescripto,p3266
praeseco,p3267
praesemino,p3270
praesentio,p3276
praesentisco,122990
praesento,p3277
praesepio,p3247
praesero,$0147
praeseruio,p3282
praeseruo,p3283
praesicco,p3287
praesideo,p3292
praesidero,p3293
praesidior,p3296
praesignifico,p3300
praesigno,p3302
praesipio,p3303
praesolido,p3304
praesono,p3306
praespargo,p3307
praespeculor,p3308
praespergo,123023
praespero,p3309
praespicio,p3310
praestat,54281
praesterno,p3314
praestigio,p3320
praestigior,133083
praestinguo,123033
praestino,p3323
praestituo,p3325
praesto,p3327
praestolo,123037
praestolor,p3329
praestrangulo,p3330
praestringo,p3332
praestruo,p3335
praestupesco,p3336
praesudo,p3338
praesulco,123050
praesulor,133084
praesulto,p3343
praesum,p3345
praesumo,p3347
praesuo,p3354
praesupponeo,38346
praesurgo,p3355
praesuspecto,p3356
praetaedesco,123068
praetango,p3357
praetardo,p3358
praetego,p3360
praetempto,p3361
praetendo,p3362
praetento,p3361
praetepeo,54007
praetepesco,p3365
praeterago,p3367
praeterbito,p3368
praetercurro,p3369
praeterduco,p3370
praetereo,p3372
praeterequito,p3373
praeterfero,p3375
praeterferor,133085
praeterfluo,p6376
praeterfugio,p3377
praetergredior,p3376
praeterinquiro,p3378
praeterlabor,p3380
praeterlambo,p3381
praeterluo,p3382
praetermeo,p3383
praetermitto,p3385
praetermonstro,p3386
praeternauigo,p3387
praeternauigo,37098
praetero,p3388
praetersum,p3390
praeterueho,p3392
praeteruerto,p3393
praeteruolo,p3394
praetestor,p3395
praetexo,p3396
praetimeo,p3398
praetingo,p3400
praetitulo,p3401
praetondeo,p3402
praetorqueo,p3408
praetorreo,123117
praetracto,p3410
praetremo,p3412
praetrepido,p3413
praetrunco,p3415
praetumeo,123124
praeuado,p3418
